0.9833		0.0247737
0.9017		0.0292614
0.8268		0.0345247
0.7582		0.0406786
0.6953		0.0478463
0.6376		0.0561794
0.5847		0.0658115
0.5361		0.076898
0.4916		0.0897478
0.4508		0.104209
0.4134		0.120477
0.3791		0.138552
0.3476		0.158516
0.3188		0.180129
0.2923		0.20313
0.2681		0.226874
0.2458		0.25061
0.2254		0.273957
0.2067		0.295235
0.1896		0.313423
0.1738		0.327388
0.1594		0.335477
0.1462		0.336748
0.134		0.330933
0.1229		0.318145
0.1127		0.297959
0.1034		0.271954
0.09478		0.242192
0.08691		0.210361
0.0797		0.178701
0.07308		0.14922
0.06702		0.123284
0.06146		0.0999471
0.05636		0.0823368
0.05168		0.0688806
0.04739		0.0590262
0.04346		0.0519432
0.03985		0.0468193
0.03654		0.0428777
0.03351		0.0394808
0.03073		0.0384071
0.02818		0.0363423
0.02584		0.0342734
0.02369		0.032176
0.02173		0.030084
0.01992		0.0280836
0.01827		0.0262233
0.01675		0.0246701
0.01536		0.0209326
0.01409		0.0189141
0.01292		0.0170337
0.01185		0.0152823
0.01086		0.0136579
0.009962		0.0120884
0.009135		0.0105063
0.008377		0.00878895
0.007682		0.00935954
0.007044		0.00859952
0.00646		0.00786378
0.005924		0.00719953
0.005432		0.006632
0.004981		0.0061835
0.004568		0.00593805
0.004189		0.00597398
0.003841		0.00374251
0.003522		0.00316581
0.00323		0.00262693
0.002962		0.00209402
0.002716		0.00154639
0.002491		0.00093336
0.002284		0.000197023
0.002094		-0.00074021
0.00192		0.000494792
0.001761		0.000326519
0.001615		0.000139319
0.001481		-1.35044e-05
0.001358		-0.000104934
0.001245		-8.03213e-05
0.001142		8.75657e-05
0.001047		0.00052531
0.0009602		-0.00129921
0.0008806		-0.00153021
0.0008075		-0.00176161
0.0007405		-0.00201553
0.000679		-0.00232327
0.0006226		-0.00271442
0.000571		-0.0032662
0.0005236		-0.00405844
0.0004801		-0.0027286
0.0004403		-0.00279355
0.0004037		-0.00289571
0.0003702		-0.00297542
0.0003395		-0.00300442
0.0003113		-0.00294732
0.0002855		-0.00274081
0.0002618		-0.00228228
0.0002401		-0.00406081
0.0002201		-0.0042935
0.0002019		-0.00452823
0.0001851		-0.00480146
0.0001697		-0.0051429
0.0001557		-0.00557161
0.0001427		-0.0061843
0.0001309		-0.00704736
0.00012		-0.00587292
0.0001101		-0.00604905
0.0001009		-0.00628593
9.256e-05		-0.00652145
8.487e-05		-0.00672794
7.783e-05		-0.0068579
7.137e-05		-0.00685862
6.545e-05		-0.00664248
6.002e-05		-0.00856798
5.503e-05		-0.00902689
5.047e-05		-0.0094997
4.628e-05		-0.0100136
4.244e-05		-0.0105914
3.892e-05		-0.0112667
3.569e-05		-0.0121042
3.272e-05		-0.01318
3.001e-05		-0.0122959
2.752e-05		-0.0126999
2.523e-05		-0.0131077
2.314e-05		-0.0134723
2.122e-05		-0.0137429
1.946e-05		-0.0138875
1.784e-05		-0.0138033
1.636e-05		-0.0134322
1.5e-05		-0.0150067
1.376e-05		-0.0150763
1.262e-05		-0.0150737
1.157e-05		-0.015054
1.061e-05		-0.0150448
9.729e-06		-0.015112
8.921e-06		-0.0153318
8.181e-06		-0.0158263
7.502e-06		-0.0144995
